Class,Text,ID
Extract Method,"<s:text name=""key""/> OGNL-evaluates ""key"" when it is not found in resource bundle <s:text name=""key""/> outputs the resource message designated by ""key"".If no such message exists (and the body of the tag is empty) it reverts to outputting the name of the key itself as an unevaluated string.  At least that's the behaviour of the tag as described in the documentation.In fact however the name of the key is now being evaluated as an OGNL expression and if that turns out to be valid that is what's printed.This in my view is counter-intuitive and probably counter-productive.  Consider the case of a ModelDriven<Book> action exposing a Book-object to the View.Normally     <s:text name=""title""/>: ${title}would have yielded:    title: The Great Gatsbyif the resource message ""title"" was missing from the resource bundle.  That's not too bad an outcome.  However with the key being OGNL-evaluated we would get the following output:    The Great Gatsby: The Great Gatsbywhich I find a little puzzling...",1997
Rename Method,"Paramters not being set in JFreeChart Plugin <action name=""ch"" class=""org.someorg.chart.ChartAction""><result name=""success"" type=""chart""><param name=""width"">${width}</param><param name=""height"">${height}</param></result></action>In the above case I am getting an IllegalArgumentException although I have defined width and height in ChartActionpublic class ChartAction extends ActionSupport{private static final long serialVersionUID = -4845276888116145855L;private Integer width = 200;private Integer height = 400;public String execute() throws Exception{chart = new chart..return SUCCESS;}public Integer getWidth(){return width;}public void setWidth(Integer width){this.width = width;}public Integer getHeight(){return height;}public void setHeight(Integer height){this.height = height;}}",1998
Extract Method,Make the decision on whether or not a Class can be instantiated overridable by subclasses In the PackageBasedActionConfigBuilder a check is done to see if a found Action class is abstract an interface an enum or an annotation.  I would like to see this check moved to a protected method that can be overridden as there are some cases where it might be quite alright to have an interface be used for the action.  And as long as the ObjectFactory used is able to instantiate an Action for it that should really be all that matters.,1999
Extract Method,Could not create application global result. I was converting my previous webwork 2 project to struts 2. In webwork I could define global results which will be used as defaults for all action. If I use Convention plugin the global result was global for the single action. I want to define Results in supper class (BaseAction eg.) and expect all sub class will use these results and could override result with same name. I found this feature was menthioned in https://issues.apache.org/struts/browse/WW-2443 but not working in Convention plugin.,2000
Extract Method,"@Action and @Actions should be able to be applied to classes the method will be determined at runtime by Dynamic Action invocation mechanism If a method ""execute"" is defined in the class the action mapping will point to it otherwise the method will be null in the action mapping",2001
Rename Method,"Several improvements - Method to check which HTTP methods are allowed using OPTIONS.- Default implementation for POST and PUT if client sends request header ""expect: 100-continue"".- Verification of action returns to allow String HttpHeaders Result or null.- The default method ""index"" in ""RestActionSupport"" return Object instead String in order to allow for HttpHeaders or Result to be returned.- Result processing is delayed after all interceptors have finished.- New configuration parameter to show the processing time via log4j. Will show action processing time plus interceptors and result processing time (JSP XML ...).- The new flow of result processing is:    - The content is selected (model exception or errors list)    - Use HttpHeaders to apply the headers etc.    - If the result code is 304 the result is not processed.    - If the result is a HttpHeaderResult it is executed regardless of representation.    - The result is always returned according to the requested representation.    - If there are errors it will look for a result named ""default-error"" to be able to configure the error page. It could be configured in the web.xml but the request representation would not be respected.",2002
Extract Method,Enable customization of Struts2 core Attached is a patch for Dispatcher and ConfigurationManager which allows customization of various objects created by the system.  Perhaps there is a cleaner way to do this e.g. with factories?  Anyway the reason for this request is that we are extending the Struts 2 DTD which requires enhancements to the XML parser etc etc and we can't do this cleanly unless there is a way to use derived classes of StrutsXmlConfigurationProvider etc etc,2003
Extract Method,Correct support for include/exclude parameters JSONResult.setIncludeProperties() got the algorithm right but using regular expressions to match OGNL expressions is *painful*.  The attached patches add support for wildcard patterns to JSONResult and JSONInterceptor and update JSONInterceptor.setIncludeProperties() to use the correct algorithm.The patches also add include/exclude support to JSONCleaner to support filtering on the input data.  (Configuration for JSONInterceptor and JSONResult only handle output filtering.)There are also a couple of code clean-up changes to eliminate code duplication.,2005
Extract Method,Remove code duplication between DefaultActionInvocation and RestActionInvocation If DefaultActionInvocation.invokeAction() were refactored so methodResult were processed in a separate function (the way it is done in RestActionInvocation) then RestActionInvocation would not have to duplicate all the code in invokeAction().,2006
Extract Method,"placeHolder attribute for s:textfield/s:password being dynamic The placeholder field fot s:textfield and s:password should evaluate ognl expressions. Namely resource key replacements.e.g<s:textfield  theme=""simple"" placeholder=""%{getText('placeHolder.Username')}"" id=""j_username"" name=""j_username"" cssStyle=""width:180px"" />This is an issue for HTML5.I think Lukasz Lenart suggested making all attributes dynamic.  AbstractUITag line 294    public void setDynamicAttribute(String uri String localNameObject value) throws JspException {        dynamicAttributes.put(localName value);    }and replace with    public void setDynamicAttribute(String uri String localNameObject value) throws JspException {        dynamicAttributes.put(localName findString(value));    }",2007
