,v1_comment,Change Attribute Type,Change Parameter Type,Change Return Type,Change Variable Type,Move Class,Rename Attribute,Rename Class,Rename Method,Rename Parameter,Rename Variable
259,@TODO needs to be handled nicely in the verifier,0,0,0,0,1,0,0,1,1,1
260,TODO: fix DependencyTreeBuilder to apply filter,1,0,1,0,0,1,0,0,0,0
261,TODO: remove the need for this when the serializer can calculate last nodes from visitor calls only,1,0,1,0,0,1,0,0,0,0
262,@todo a final report with the list of missingArtifacts?,0,0,0,0,0,0,0,1,0,1
263,@todo also report deps without a source attachment but with a javadoc one?,0,0,0,0,0,0,0,1,0,1
264,@todo we should probably not make source/javadocs exclusive,0,0,0,0,0,0,0,1,0,1
265,"TODO: There MUST BE a better way that this, but I kept running into
incompatible ClassRealm class definitions...so, I give up.",1,1,0,0,0,1,0,0,1,0
266,"NOTE: All the code following this point was scooped
from the DefaultLifecycleExecutor. There must be a
better way but for now it should work.
",0,0,0,0,0,0,1,0,0,0
267,"TODO: if moved to the plugin manager we
already have the descriptor from above
and so do can lookup the container
directly",0,0,0,0,0,0,1,0,0,0
268,"do we want to look in the reactor like the project builder? Would require @aggregator goal
which causes problems in maven core right now because we also need dependency resolution in other
rules. (MNG-2277)",0,0,0,0,0,0,1,0,0,0
269,FIXME: This is BAD! Accessors SHOULD NOT change the behavior of the object.,1,0,0,0,0,0,0,1,1,1
270,"TODO: We should be blacklisting these, but currently they're not supported by filename mapping interpolation.",1,0,0,0,0,0,0,1,1,1
271,TODO BUG for some reason it gets the wagon without authentication info,0,0,0,0,0,1,0,0,0,1
272,@todo Work around the bug above,0,0,0,0,0,1,0,0,0,1
273,"TODO: could be better aligned with JXR, including getFiles() vs hasSources that finds java files.",0,0,0,0,0,0,0,1,1,0
274,"TODO remove the part with ToolchainManager lookup once we depend on
3.0.9 (have it as prerequisite). Define as regular component field then.",0,0,0,0,0,0,0,0,1,1
275,TODO: IOException from plexus-utils should be acceptable here,0,0,0,1,0,0,0,0,0,0
276,TODO: IOException from plexus-utils should be acceptable here,0,0,0,1,0,0,0,0,0,0
277,Hacks for assertEquals problems.,0,1,0,0,0,0,0,0,1,0
278,"NOTE: This is a hack to compensate for files that contain generated values like dependent-object
in org.eclipse.wst.common.component.

Regex would be a better solution.",0,1,0,0,0,0,0,0,1,0
279,"TODO: if this really is an error, shouldn't we stop the build??",0,0,0,1,0,0,0,0,0,0
280,"TODO: if this really is an error, shouldn't we stop the build??",0,0,0,1,0,0,0,0,0,0
281,TODO review generic for changes in QDOX 1.9.1,0,0,1,1,0,0,0,1,0,1
282,workaround for generics i.e. type.getValue() = E instead of real class,0,0,1,1,0,0,0,1,0,1
283,Workaround to take care of generics,0,0,1,1,0,0,0,1,0,1
284,TODO: IOException from plexus-utils should be acceptable here,1,0,0,0,0,0,0,0,0,0
285,TODO refactor - place the manipulation of the expressionEvaluator into a separated class.,1,0,0,0,0,0,0,0,0,0
286,TODO: such a call in MavenMetadataSource too - packaging not really the intention of type,1,1,1,1,0,1,0,1,1,1
287,TODO: such a call in MavenMetadataSource too - packaging not really the intention of type,1,1,1,1,0,1,0,1,1,1
288,"TODO: Remove this, once we can depend on Maven 2.0.7 or later...in which
MavenProject.getManagedVersionMap() exists. This is from MNG-1577.",1,1,1,1,0,1,0,1,1,1
289,"NOTE: hard-coding to resolve artifacts transitively, since this is meant to be a self-contained repository...",1,1,1,1,0,1,0,1,1,1
290,TODO use ReaderFactory.newXmlReader() when plexus-utils is upgraded to 1.4.5+,1,1,1,1,0,1,0,1,1,1
291,TODO use ReaderFactory.newXmlReader() when plexus-utils is upgraded to 1.4.5+,1,1,1,1,0,1,0,1,1,1
292,TODO use ReaderFactory.newXmlReader() when plexus-utils is upgraded to 1.4.5+,1,1,1,1,0,1,0,1,1,1
293,FIXME: This will produce unpredictable results when module dependencies have a version conflict.,1,1,1,1,0,1,0,1,1,1
294,"TODO: how to map to usefulinc site, or if this is necessary, the OSI page might
be more appropriate.",0,0,0,0,0,0,0,1,0,1
295,"could be a sporadic failure, one more retry before we give up",0,0,0,0,0,0,0,1,0,0
296,"NOTE: Although the dependency reduced POM in the project directory is temporary build output, we have to
use that for the file of the project instead of something in target to avoid messing up the base
directory of the project. We'll delete this file on exit to make sure it gets cleaned up but keep a copy
for inspection in the target directory as well.",0,0,0,0,0,0,0,0,0,1
297,TODO somehow shaky dependency between compilerId and tool executable.,0,0,0,0,1,0,0,0,0,0
298,TODO: don't catch Exception,0,0,0,0,1,0,0,0,0,0
299,"TODO remove the part with ToolchainManager lookup once we depend on
3.0.9 (have it as prerequisite). Define as regular component field then.",0,0,0,0,1,0,0,0,0,0
300,TODO overall summary,0,0,1,1,0,0,0,0,0,1
301,TODO files summary,0,0,1,1,0,0,0,0,0,1
302,"The Metrics report useless with the current PMD metrics impl.
For instance, run the coupling ruleset and you will get a boatload
of excessive imports metrics, none of which is really any use.
TODO Determine if we are going to just ignore metrics.",0,0,1,1,0,0,0,0,0,1
303,"The Metrics report useless with the current PMD metrics impl.
For instance, run the coupling ruleset and you will get a boatload
of excessive imports metrics, none of which is really any use.
TODO Determine if we are going to just ignore metrics.",0,0,1,1,0,0,0,0,0,1
304,"MCHECKSTYLE-131 ( olamy ) I don't like this hack.
(dkulp) Me either.   It really pollutes the location stuff
by allowing searches of stuff outside the current module.",0,0,1,0,0,0,0,1,0,1
305,"MCHECKSTYLE-131 ( olamy ) I don't like this hack.
(dkulp) Me either.   It really pollutes the location stuff
by allowing searches of stuff outside the current module.",0,0,1,0,0,0,0,1,0,1
306,"TODO: this needs a cleanup in plexus archiver - use a real
typesafe enum",0,1,0,0,0,0,0,0,0,0
307,"TODO: this should accept gz and bz2 as well so we can skip
over the switch",0,1,0,0,0,0,0,0,0,0
308,TODO: better handling,0,1,0,0,0,0,0,0,0,0
309,"TODO: Re-implement these tests on the createArchiver(..) method. For now, they're no big loss.
public void testConfigureArchiverFinalizers_ShouldDoNothingWhenNotSupportedByArchiver()",1,1,0,1,0,1,0,0,0,0
310,"TODO: such a call in MavenMetadataSource too - packaging not really the intention of
type",0,0,0,0,0,0,0,0,0,1
311,"MASSEMBLY-619 is now delegated to different overload.
This probably means there is a parallel bleed between dependencies for module sets.",0,0,0,0,0,0,0,0,0,1
312,TODO: This is BAD! Accessors SHOULD NOT change the behavior of the object.,1,0,0,1,0,0,1,1,0,0
313,TODO: This is BAD! Accessors SHOULD NOT change the behavior of the object.,1,0,0,1,0,0,1,1,0,0
314,Nicked from archiver until I can get a better solution. I am the author :),0,0,0,1,0,0,0,0,0,0
315,TODO use WriterFactory.newXmlWriter() when plexus-utils is upgraded to 1.4.5+,0,0,0,1,0,0,0,0,0,0
316,TODO use ReaderFactory.newXmlReader() when plexus-utils is upgraded to 1.4.5+,0,0,0,1,0,0,0,0,0,0
317,"TODO Add a noconvergence property string aligned with the other reports
should generate the convergency report, even its single Maven project.",0,0,0,1,0,0,0,0,0,0
318,TODO Add a nomodules property string aligned with the other reports,0,0,0,1,0,0,0,0,0,0
319,TODO Add a nopluginmanagement property string aligned with the other reports,0,0,0,1,0,0,0,0,0,0
320,"TODO: Will this adequately detect cycles between prefixed property references and prefixed project
references??",0,0,0,0,0,0,0,1,0,1
321,"TODO use WriterFactory.newXmlWriter() when plexus-utils is upgraded to 1.4.5+
$NON-NLS-1$",0,0,0,1,0,1,0,0,0,0
322,"TODO use WriterFactory.newXmlWriter() when plexus-utils is upgraded to 1.4.5+
$NON-NLS-1$",0,0,0,1,0,1,0,0,0,0
323,"fixed
fixed
$NON-NLS-1$
installed
installed",0,0,0,1,0,1,0,0,0,0
324,"fixed
fixed
$NON-NLS-1$
installed
installed",0,0,0,1,0,1,0,0,0,0
325,"fixed
fixed
$NON-NLS-1$
installed
installed",0,0,0,1,0,1,0,0,0,0
326,"TODO: shouldn't need classifer
TODO: For 3.0 this should be changed having a separate classifier for main artifact and ejb-client.",0,0,1,0,0,0,0,0,0,0
327,"TODO: shouldn't need classifer
TODO: For 3.0 this should be changed having a separate classifier for main artifact and ejb-client.",0,0,1,0,0,0,0,0,0,0
328,"Handle the classifier if necessary
TODO: For 3.0 this should be changed having a separate classifier for main artifact and ejb-client.",0,0,0,0,0,0,0,0,1,0
329,"TODO: shouldn't need classifer
TODO: For 3.0 this should be changed having a separate classifier for main artifact and ejb-client.",0,0,0,0,0,0,0,0,1,0
330,TODO: will null work instead?,1,0,0,1,0,1,0,1,0,1
331,TODO: This should be handled different.,1,0,0,1,0,1,0,1,0,1
332,FIXME I'm not getting runtime dependencies here,0,1,0,1,0,0,0,0,0,1
333,"TODO: Remove this, once we can depend on Maven 2.0.7 or later...in which
MavenProject.getManagedVersionMap() exists. This is from MNG-1577.",0,1,0,1,0,0,0,0,0,1
334,TODO: push into transformation,1,0,0,1,0,0,0,0,0,1
335,"Here, we have a temporary solution to MINSTALL-3 (isDirectory() is true if it went through compile
but not package). We are designing in a proper solution for Maven 2.1",1,0,0,1,0,0,0,0,0,1
336,"TODO: maybe not strictly correct, while we should enforce that packaging has a type handler of the same id,
we don't",0,1,0,1,0,0,0,0,1,1
337,"TODO: Think if ResultionScope is needed here? May be we need to reconsider package phase?
May be it would be wise to put into PREPARE-PACKAGE and the generation of the final jimage in the package phase?
Furthermore It could make sense so we can change the conf files if needed...",0,0,0,0,0,0,0,0,0,1
338,"TODO: Think if ResultionScope is needed here? May be we need to reconsider package phase?
May be it would be wise to put into PREPARE-PACKAGE and the generation of the final jimage in the package phase?
Furthermore It could make sense so we can change the conf files if needed...",0,0,0,0,0,0,0,0,0,1
339,FIXME: Check this ?,0,0,1,0,0,0,0,0,0,0
340,"Always null see MPLUGIN-137
TODO remove when maven-plugin-tools-api:2.4.4",1,0,1,0,0,0,0,1,0,1
341,TODO remove when maven-plugin-tools-api:2.4.4 is out see PluginUtils.sortMojoParameters(),1,0,1,0,0,0,0,1,0,1
342,"This feels more like a hack to filter out inactive profiles, there is no 'direct'
way to query activation status on a Profile instance.",1,0,1,0,0,0,0,1,0,1
343,TODO: would be good to scan the files here,0,0,0,0,1,0,0,0,0,0
344,Maven 2.x workaround,0,0,0,0,1,0,0,0,0,0
345,"@todo if we can filter on hints, it should be done here...",0,0,0,0,1,0,0,0,0,0
346,TODO: failure if not a report,0,0,0,0,1,0,0,0,0,0
347,Maven 2.x workaround,0,0,0,0,1,0,0,0,0,0
348,"@todo if we can filter on hints, it should be done here...",0,0,0,0,1,0,0,0,0,0
349,"checkstyle will always use the context classloader in order
to load resources (dtds),
so we have to fix it
olamy this hack is not anymore needed in maven 3.x",0,0,0,0,1,0,0,0,0,0
350,"TODO: should be a failure, not an error. Report is not meant to
throw an exception here (so site would
work regardless of config), but should record this information",0,0,0,0,1,0,0,0,0,0
351,MCHECKSTYLE-332 Checkstyle 6.16+ (#569): the cache is moved to the Checker module instead of TreeWalker,0,0,0,0,1,0,0,0,0,0
352,"MCHECKSTYLE-131 ( olamy ) I don't like this hack.
(dkulp) Me either.   It really pollutes the location stuff
by allowing searches of stuff outside the current module.",0,0,0,0,1,0,0,0,0,0
353,TODO: would be good to scan the files here,0,0,0,0,1,0,0,0,0,0
354,"Let JIRA do the filtering of the current version instead of the JIRA mojo.
This way JIRA returns less issues and we do not run into the \nbEntriesMax\"" limit that easily.""",1,1,1,1,1,0,0,0,0,0
355,"@todo Add more issue management systems here
Remember to also add documentation in usage.apt.vm",1,1,1,1,1,0,0,0,0,0
356,TODO: better way?,1,1,1,1,1,0,0,0,0,0
357,"If we don't get a properly formed templateName then there's not much we can do. So we'll forget about
trying to search any more paths for the template.",1,1,1,1,1,0,0,0,0,0
358,The standard issue types for Trac (probably wrong),1,1,1,1,1,0,0,0,0,0
359,TODO: save for inspection?,1,1,1,1,1,0,0,0,0,0
360,This classloader juggling is a workaround for a classic Maven 2 class loader management bug.,1,1,1,1,1,0,0,0,0,0
361,TODO: is this guaranteed to be the latest?,1,1,1,1,1,0,0,0,0,0
362,TODO: localize?,1,1,1,1,1,0,0,0,0,0
363,@todo Do we need to be able to configure the locale of the JIRA server as well?,1,1,1,1,1,0,0,0,0,0
364,"@todo We need to add something like issue.getPresentationIdentifier() to be able to support other IMSes
beside JIRA",1,1,1,1,1,0,0,0,0,0
365,"Handle deprecated parameters, in a backward compatible way",1,1,1,1,1,0,0,0,0,0
366,@todo Add more issue management systems here.,1,1,1,1,1,0,0,0,0,0
367,TODO: push to a helper? Could still be improved by taking more of the site information from the site plugin,1,1,1,1,1,0,0,0,0,0
368,The fileName should probably use the plugin executionId instead of the targetName,0,1,0,0,0,0,0,0,1,0
369,The fileName should probably use the plugin executionId instead of the targetName,0,1,0,0,0,0,0,0,1,0
370,"TODO: Think if ResultionScope is needed here? May be we need to reconsider package phase?
May be it would be wise to put into PREPARE-PACKAGE and the generation of the final jimage in the package phase?
Furthermore It could make sense so we can change the conf files if needed...
CHECKSTYLE_OFF: LineLength",1,0,1,1,0,0,0,0,0,1
371,"TODO: Think if ResultionScope is needed here? May be we need to reconsider package phase?
May be it would be wise to put into PREPARE-PACKAGE and the generation of the final jimage in the package phase?
Furthermore It could make sense so we can change the conf files if needed...
CHECKSTYLE_OFF: LineLength",1,0,1,1,0,0,0,0,0,1
372,"TODO: What about module name != artifactId which has been
defined in module-info.java file!
This would mean to read the module-info information from the jmod file for example...",1,0,1,1,0,0,0,0,0,1
373,"TODO: Check if this is the correct way?
This implies the artifactId is equal to moduleName.",1,0,1,1,0,0,0,0,0,1
374,"TODO: Reconsider resolution scope, phase ?
CHECKSTYLE_OFF: LineLength",0,0,0,0,0,0,0,1,0,0
375,"TODO: Reconsider resolution scope, phase ?
CHECKSTYLE_OFF: LineLength",0,0,0,0,0,0,0,1,0,0
376,"We need to put the resulting x.jmod files into jmods folder.
Check why?",0,0,0,0,0,0,0,1,0,0
377,"Can not be overwritten...
TODO: Good idea?",0,0,0,0,0,0,0,1,0,0
378,FIXME: Check this ?,0,0,0,0,0,0,0,1,0,0
379,TODO: Check if we should allow to extend the modulePaths by manual additions in the pom file?,0,0,0,1,0,0,0,0,0,1
380,"TODO: What about module name != artifactId which has been
defined in module-info.java file!
This would mean to read the module-info information from the jmod/jar file for example to
get the appropriate information.",0,0,0,1,0,0,0,0,0,1
381,"TODO: Check if this is the correct way?
This implies the artifactId is equal to moduleName which might not always be the case!",0,0,0,1,0,0,0,0,0,1
382,"
// FIXME: Need to check if the given paths exists? and if they are
// folders?
// String message = \The given module-paths parameter \"" + modulePath.getAbsolutePath()""",0,0,0,1,0,0,0,0,0,1
383,Isn't there a better solution?,0,1,0,1,0,0,0,0,0,1
384,FIXME: Make sure this can now be deleted,0,0,0,0,0,0,0,0,0,1
385,FIXME: Should probably blow up with localIdentifier is not right here!,0,0,0,0,0,0,0,0,1,1
386,FIXME: Can this somehow be integrated with the package stuff?,0,0,0,1,0,0,0,0,0,1
387,FIXME: Can this somehow be integrated with the package stuff?,0,0,0,1,0,0,0,0,0,1
388,Then merge fixed identifiers back in,1,1,1,1,0,1,0,1,1,0
389,"DM: Changed behaviour here in order to suit MathAssess project better. We now only
initialise an item once. The previous JQTI behaviour allowed items to be reinitialised,
which had the effect of rebuilding template variables, which caused randomised questions
in tests to re-randomise during navigation, which was deemed to be very confusing to students.
I have left the existing logic intact below.

FIXME-DM: Maybe we should dump this flag completely and only initialise items when it actually makes sense?",1,1,1,1,0,1,0,1,1,0
390,"TODO: Not really sure what's best here, but probably not important!",1,1,1,1,0,1,0,1,1,0
